texto,answer,color,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instrucciones_texto.started,Instrucciones_texto.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,colores1.started,colores1.stopped,respuesta.keys,respuesta.corr,respuesta.rt,respuesta.started,respuesta.stopped,text_intructionses2.started,text_intructionses2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,rectangulo.started,rectangulo.stopped,respuesta_rect.keys,respuesta_rect.corr,respuesta_rect.rt,respuesta_rect.started,respuesta_rect.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,colores2.started,colores2.stopped,respuesta_mix.keys,respuesta_mix.corr,respuesta_mix.rt,respuesta_mix.started,respuesta_mix.stopped,despedida.started,despedida.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,l,"[0.004, -1, 0.004]",,,,,0,17,17,34,,,,,,,,,,,,,,,,,,,,,,,,68.12679850000006,None,['l'],0,[0.8817692000000079],68.09275430000002,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,n,"[1, 0.1, -1]",,,,,0,18,18,16,,,,,,,,,,,,,,,,,,,,,,,,69.02753050000001,None,['n'],0,[1.0586005000000114],68.99573970000006,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,l,"[0.004, -1, 0.004]",,,,,0,19,19,31,,,,,,,,,,,,,,,,,,,,,,,,70.11192730000005,None,['l'],0,[0.6644008000000667],70.07805400000007,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,a,"[-1, -1, 1]",,,,,0,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,70.79594940000004,None,['a'],0,[0.7483821000000717],70.76208200000008,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,l,"[0.004, -1, 0.004]",,,,,0,21,21,26,,,,,,,,,,,,,,,,,,,,,,,,71.56449770000006,None,['l'],0,[1.1412672000000157],71.52948930000002,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,n,"[1, 0.1, -1]",,,,,0,22,22,11,,,,,,,,,,,,,,,,,,,,,,,,72.73133930000006,None,['n'],0,[0.6359796000000415],72.69863980000002,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,a,"[-1, -1, 1]",,,,,0,23,23,2,,,,,,,,,,,,,,,,,,,,,,,,73.39866080000002,None,['a'],0,[0.5520071999999345],73.36684439999999,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,v,"[-1, 0.04, -1]",,,,,0,24,24,17,,,,,,,,,,,,,,,,,,,,,,,,73.9826448,None,['v'],0,[0.5771621999999752],73.94931070000007,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,v,"[-1, 0.04, -1]",,,,,0,25,25,20,,,,,,,,,,,,,,,,,,,,,,,,74.583076,None,['v'],0,[0.4892452000000276],74.54917169999999,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,n,"[1, 0.1, -1]",,,,,0,26,26,9,,,,,,,,,,,,,,,,,,,,,,,,75.11922630000004,None,['n'],0,[0.6775834000000032],75.06995100000006,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,a,"[-1, -1, 1]",,,,,0,27,27,4,,,,,,,,,,,,,,,,,,,,,,,,75.80162560000008,None,['a'],0,[0.5349848000000748],75.7676543,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,l,"[0.004, -1, 0.004]",,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,76.36904760000004,None,['l'],0,[0.6491935999999896],76.31818750000002,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,a,"[-1, -1, 1]",,,,,0,29,29,6,,,,,,,,,,,,,,,,,,,,,,,,77.01974570000004,None,['a'],0,[0.6301983000000746],76.98531850000006,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,n,"[1, 0.1, -1]",,,,,0,30,30,14,,,,,,,,,,,,,,,,,,,,,,,,77.67028779999998,None,['n'],0,[1.026183299999957],77.63638079999998,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,l,"[0.004, -1, 0.004]",,,,,0,31,31,27,,,,,,,,,,,,,,,,,,,,,,,,78.7205573,None,['l'],0,[0.6305434000000787],78.68855070000006,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,a,"[-1, -1, 1]",,,,,0,32,32,7,,,,,,,,,,,,,,,,,,,,,,,,79.38783550000005,None,['a'],0,[0.6129570000000513],79.3375102,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
